Machine Learning Security,2
Clustering Analysis,2
majorization-minimization,2
High-level classification,2
Voting algorithm,2
Temporal logic,2
Human-Machine Interaction,2
Data partitioning,2
Spintronics,2
Realism,2
data mapping,2
Flow control,2
Temporal expressions,2
Generative Adversarial Network,2
Computational neuroanatomy,2
Artificial fish swarm algorithm,2
Grassland,2
Biorthogonal wavelet transform,2
RGB images,2
graphlet,2
Keyword spotting,2
Automatic term extraction,2
Fake reviews,2
Forecasting techniques,2
Multi-Armed Bandits,2
Building renovation,2
network inference,2
Pattern Representation and Classification/Recognition,2
Data Compression,2
Power module,2
Structural risk minimization (SRM),2
Text features,2
web service,2
Thermodynamic analysis,2
Stream reasoning,2
Transform learning,2
Knowledge plane,2
Focal lesions,2
Parallel coordinates,2
activation functions,2
LIWC,2
Personal health information,2
CV,2
Sniffer,2
Feature Enhancement,2
Optimizer,2
Distributed energy resources,2
compilers,2
thrombolysis,2
Single Nucleotide Polymorphism (SNP),2
Finite convergence analysis,2
Electrochemical detection,2
Transfer learning (TL),2
Cognitive Services,2
Multiplicative interactions,2
Reduced rank regression,2
Coordination,2
logic tutor,2
Pattern recognition and machine learning,2
Renal rejection,2
rhythm,2
monitoring system,2
Data prepocessing,2
Scrolling,2
Change of representation,2
Centrality,2
K-Nearest Neighbour,2
Feature weight,2
Bat Algorithm,2
Flower pollination algorithm,2
depth prior,2
Facts,2
rate distortion optimization,2
Abstractive text summarization,2
Big data platform,2
Spectral correlation,2
Color Detection,2
Naive Bayes classification,2
Metaheuristic optimization,2
Mixed reality,2
X-ray angiography,2
crowded scenes,2
Bayesian decision making,2
regression models,2
X-ray CT,2
International Classification of Diseases,2
Energy demand management,2
Hybrid recommendation,2
Generalized Hessian,2
convolutional sparse coding,2
Self-Organizing Maps,2
Software defect detection,2
IMDB,2
knowledge modeling,2
deployments,2
DSC MRI,2
Purchase prediction,2
HBM,2
Back-propagation neural network,2
Cascade generalization,2
Age Estimation,2
Global feature extraction,2
Document segmentation,2
Photographic Composition,2
Head-up display,2
Attribute,2
OSN,2
Uncertainty estimation,2
MRI segmentation,2
Cooling load prediction,2
forwaord sequential feature selection,2
Motor Imagery,2
self-driving cars,2
Signal separation,2
automated planning,2
Relays,2
NRAP,2
Trending topic,2
Image source identification,2
Plant diseases,2
User preference,2
Bone segmentation,2
Medical errors,2
Incremental support vector machine,2
Modulation spectrum,2
Controlled islanding,2
NAO,2
Infectious diseases,2
Protein secondary structure,2
Search based software engineering,2
feature embedding,2
Power dissipation,2
Semantic technology,2
Maximal oxygen uptake,2
synaptic devices,2
Microbial abundance profile,2
Forecast evaluation,2
Signalized intersection,2
Document detection,2
Inter-Building Effect,2
Revenue optimization,2
NIST,2
3D convolution,2
Ultrasonic guided waves,2
Fuzzy neural network (FNN),2
Physical human-robot interaction,2
Automatic subtitling,2
Item test bank system,2
Statistic,2
Internet Security,2
Face image,2
Missing features,2
Pedestrian classification,2
Decision Stump,2
Load forecast,2
deep learning network,2
Social features,2
Kernel minimum squared error,2
Single layer feedforward neural networks,2
Boundary,2
Robot-assisted therapy,2
Saliency prediction,2
data management systems,2
rs-fMRI,2
AIC,2
Small data sets,2
morpheme,2
Clustering techniques,2
assistive device,2
Person Re-identification,2
Rule Based Systems,2
Geospatial,2
Predictive Analysis,2
Refinement operators,2
Folding machine,2
mobility management,2
Containers,2
transcript biomarkers,2
Movement disorder,2
Data association,2
summarization,2
Open-source software,2
Boundary extraction,2
MEMM,2
RSI,2
lasso,2
Structured information retrieval,2
Indices,2
Bug classification,2
Gradient,2
Single ionic channel,2
non-invasive,2
Greedy layer-wise training,2
Intersection,2
intra prediction,2
Electricity prices,2
Unsupervised systems,2
assistive robotics,2
Fully connected CRF,2
RGB-D scene labeling,2
rotation invariance,2
Semantic Representation,2
Satellite communication,2
Population size,2
static code analysis,2
Power system disturbances,2
Model approximation,2
Clocks,2
Neuroinflammation,2
fuzzy control,2
Civil engineering,2
Ranking anomalies,2
Incremental Diagnosis,2
Stochastic process,2
Out-of-vocabulary words,2
Collective behavior,2
Software Effort Estimation,2
random subspace,2
Kinship verification,2
force and tactile sensing,2
Software readability,2
Protein structural class,2
Distributed algorithm,2
Heterogeneous catalysis,2
Image/video content analysis,2
Sociability,2
Cell counting,2
Gram-Schmidt orthogonalization,2
Reconfigurable architectures,2
numerical methods,2
Language Modelling,2
Chinese character,2
Multiobject recognition,2
Concept classification,2
Parkinsonian Syndrome (PS),2
kernel-based methods,2
Brazil’s prosodic intonation model,2
Tree,2
Self-compacting concrete,2
Random projection,2
Brain models,2
Multimedia application,2
SLO,2
Breast histopathology,2
Spontaneous interaction,2
Strings,2
Robotic hand,2
Learning processes,2
multiple discriminant analysis,2
Tactile graphics,2
network traffic control,2
encoding,2
MVC,2
Distillation,2
Gait phase detection,2
conceptual graphs,2
Feed-forward neural networks,2
loss function,2
Alert correlation,2
K-mean,2
SFSVC,2
Error correcting output codes (ECOC),2
Digital pen,2
Perovskites,2
Correlation filters,2
Symbolic dissimilarity measures,2
Comparative Study,2
Customized classification,2
genetic inductive logic programming,2
datacenter,2
EBSD,2
self-seeding,2
descent methods,2
Coordinate transformation,2
MOBA,2
Semi-automation,2
Multi-modal retrieval,2
Dynamic malware analysis,2
Direct methods,2
Perceptual recognition,2
Eye movements and cognition,2
Crowd-sourced data,2
Interactive classification,2
physicochemical properties,2
Multi-armed bandit,2
Personally identifiable information,2
Scene labelling,2
Twitter Sentiment Analysis,2
Web intelligence,2
Integer linear programming,2
islanding detection,2
Cosine Similarity,2
CICT,2
machine learning approaches,2
Malicious web pages,2
Mean radiant temperature,2
Deep metric learning,2
Urban search and rescue,2
Image orientation detection,2
Fault detection and isolation,2
Query optimization,2
Design evolution,2
Action planning,2
Kidney cancer,2
Gaze redirection,2
Lesion image,2
Audio recognition,2
Cost-benefit analysis,2
HRTEM,2
Intracranial electroencephalography,2
Simulation modelling,2
Abuse,2
shale reservoir,2
Image completion,2
human robot interaction,2
Rademacher complexity,2
Second-order cone programming,2
dynamic malware analysis,2
Multimedia classification,2
Measurement and verification,2
maximum margin,2
Physiological data,2
Roller bearing,2
breast cancer diagnosis,2
Fingerprint anti-spoofing,2
Atmospheric modeling,2
Stratification,2
Sentinel-2A,2
radiotherapy planning,2
Learning preferences,2
curation,2
Model based testing,2
MPCANet,2
drug-drug interaction,2
automotive,2
Underfitting,2
TerraSAR-X,2
Semantic relations,2
Population dynamics,2
Liver transplantation,2
underlying surface,2
motor learning,2
Apple,2
continuous authentication,2
SenticNet,2
Experience sampling,2
Human capital,2
Amino acid sequence,2
Classifier performance,2
Surgical outcome prediction,2
feature map,2
Environmental and operational variations,2
Temporal enhanced ultrasound,2
Constraint Satisfaction,2
author attribution,2
Platform as a service,2
lower limb prostheses,2
Sensor Data,2
Graph search,2
Code clone,2
Multi-modal sensing,2
ordinal classification,2
Random walks,2
Electronic medical record,2
Large-scale database,2
Non-negative matrix factorisation,2
Sparse linear regression,2
cellular automata,2
brain-machine interfaces,2
RNA modification,2
embedded devices,2
Naturalistic driving,2
HSV color space,2
augmented reality,2
Count matrix,2
filter identification,2
Software validation,2
Irony,2
printability,2
Early stopping,2
Wave prediction,2
Subspace decomposition,2
Link Mining,2
Health insurance claims,2
Indoor Localization,2
Stacked autoencoders (SAEs),2
Pediatrics,2
Predictive medicine,2
Human immunodeficiency virus,2
Workload characterization,2
classifier design,2
Formal concepts,2
Economic dispatch,2
Disease classification,2
Latent representation,2
Inhibition,2
Syndromic surveillance,2
Trusted computing,2
EMG signal decomposition,2
Remotely sensed soil moisture,2
Human action classification,2
low-rank approximation,2
Radial Basis Function (RBF),2
automotive engineering,2
SVM classification,2
Precision guidance,2
Rhabdomyolysis,2
Hunter game,2
Gradient-boosting,2
conformal prediction,2
Semi-definite programming,2
Hierarchical document classification,2
Human-motion analysis,2
Robotic control,2
Sensor pattern noise (SPN),2
Facial expressions recognition,2
Video Forensics,2
Game-based learning,2
Grid Search,2
Manipulator,2
Identity authentication,2
Randomness,2
Nonlinear filters,2
Similarity representation,2
cognitive networks,2
Naive Bayes Classifier,2
Medical decision support,2
Generative learning,2
Thread partitioning,2
electrooculography,2
intelligent traffic management,2
Urban canopy model,2
Reconfigurable computing,2
Biomedical natural language processing,2
Automatic Target Recognition (ATR),2
Blind signal separation,2
machine learning model,2
Deep belief networks (DBN),2
Combined neural networks,2
Ear,2
shop floor control,2
nonlinear regression,2
cognitive science,2
IDS/IPS,2
Electrohysterography,2
inpainting,2
KCCA,2
Ensemble modelling,2
differential diagnosis,2
Sports science,2
3D freehand ultrasound,2
Fundamental frequency,2
Blind inpainting,2
ranging,2
Styling,2
Relationships,2
Grey forecasting model,2
Statistical signal processing,2
Red blood cell,2
Driver safety,2
Fuzzy ID3 algorithm,2
IoT applications,2
Indoor environment,2
Face tracking,2
Synthetic oversampling,2
Motion prediction,2
Bidirectional reflectance distribution function (BRDF),2
Computer vision system,2
Thresholds,2
Domain shift,2
Reliability machine learning,2
Coordinate descent,2
feature normalization,2
RDR,2
Model transformation,2
Personalized learning,2
Parkinson diseases,2
Brain-computer interfaces (BCI),2
ECG arrhythmias classification,2
Page rank,2
Accessible interfaces,2
Internet of things(IoT),2
Regression Tree,2
DSP,2
Partial discharge,2
Remediation,2
Morphological variation,2
biomedical literature,2
Chinese knowledge and information processing,2
Blood,2
Relevance models,2
Question classifier,2
Controller,2
Bibliographic metadata,2
Exploration/exploitation dilemma,2
Ground coupled heat pump performance,2
Malware obfuscation,2
ERP,2
Camera Calibration,2
Passive sensing,2
Capital markets,2
Intravascular ultrasound,2
Facial images,2
ABIDE,2
Stochastic finite automata,2
Filipino,2
Nonmonotonic reasoning,2
Enhancement,2
Drug-target interaction prediction,2
Wavelet Transforms,2
Solution path,2
burn identification,2
Mesh segmentation,2
Air traffic flow management,2
cheminformatics,2
EM clustering,2
Facial expression analysis,2
Core vector machine,2
Layered double hydroxides,2
Sampling density,2
Maximum common substructure (MCS),2
churn prediction,2
Al-Mg-Si alloys,2
Cellular Automata,2
Numerical method,2
memetic algorithms,2
support vector machine learning,2
eLearning,2
Rumor detection,2
Radon,2
NHL,2
Mathematical software,2
Crowdsensing,2
Online health communities,2
CALPHAD,2
Chem/bio detection,2
Congestive heart failure,2
Educational standards,2
Research through design,2
Light pattern decoding,2
Text segmentation,2
TCM,2
Granules,2
cancer subtype,2
Gear fault diagnosis,2
Czech language,2
Commodity based model,2
Metamodels,2
Quake 3,2
White matter hyperintensities,2
hybrid automatic speech recognition (ASR),2
Flexible electronics,2
Indexation,2
Travel mode choice,2
Mobile social networks,2
Fall classification,2
heterogeneity,2
Pavements,2
Wind modelling,2
Reconfigurable control,2
motif discovery,2
FreeSurfer,2
measurements,2
Weibull distribution,2
risk factor,2
OCD,2
language,2
Fast R-CNN,2
Factored Conditional Restricted Boltzmann Machine,2
intelligent information processing,2
interactivity,2
Histopathological images,2
IoT technology,2
Behavioral pattern,2
Social circles,2
phishing detection,2
Machine Learning Method,2
Vector Quantization,2
ASR system,2
Human Activity,2
Three-dimensional (3D) pavement data,2
surveillance systems,2
vessels,2
Technical indicators,2
Back Propagation,2
Response surface method,2
LRF-ELM,2
CCTV,2
Automatic document summarization,2
Zynq boards,2
Numerical regression,2
malware analysis,2
Heart sound,2
Proteomic,2
Action research,2
facial expression analysis,2
Preferences,2
Coq,2
question classification,2
Situational awareness,2
Data characteristics,2
Spoken term detection,2
features extraction and detection,2
Knowledge mining,2
ChIP-seq,2
Convex Optimization,2
Exploratory search,2
Multi-spectral,2
Social media data,2
Logistic model tree,2
Cable-stayed bridge,2
Drum Transcription,2
Language Modeling,2
Expression analysis,2
Buried explosive hazard,2
Hockey,2
Regularized least squares,2
Computer forensics,2
Temperature control,2
Shallow foundations,2
Truth,2
Collaboration networks,2
Sharpness,2
Syntactic Features,2
stratified sampling,2
Side-channels,2
GAs,2
Symbolic data analysis,2
ECG classification,2
Spectral graph wavelet,2
Convex optimisation,2
Coprocessor,2
Minimization of Drive Tests,2
network science,2
Human sensing,2
Functional gradient descent,2
Ship,2
traffic light,2
Knowledge graphs,2
Pattern clustering,2
No-reference,2
Generalized additive models,2
Social networking services,2
low-power electronics,2
Social communities,2
Cloud Application,2
electromyographic (EMG) signal decomposition,2
fibrosis,2
Abductive machine learning,2
Contextual requirements,2
Smart Camera,2
Channel allocation,2
fuzzy color histogram,2
Predictive Model,2
Vulnerable populations,2
Multi-task,2
exudate detection,2
Annular flow,2
Region of interest,2
Cascaded evaluation,2
event recognition,2
Administrative data,2
software measurement,2
Affective Computing and Interaction,2
Risk monitoring,2
multimodal processing,2
Marine,2
Letter recognition,2
Breathing analysis,2
Natural langauge processing,2
Electrocorticography,2
medical records,2
Simultaneous Localization and Mapping (SLAM),2
Artificial intelligent,2
Path Planning,2
Wearable camera,2
Spam review,2
data privacy,2
Cognitive Robotics,2
Adaptive user interfaces,2
Medical expert systems,2
Deep auto-encoders,2
Effectiveness,2
Silicon oxide,2
HyperNEAT,2
Non-communicable disease,2
Automatic Fault Localization,2
lifetime reliability,2
Receiver Operating Characteristic Curve,2
Markov Model,2
wind energy,2
Conditional independence,2
UNSW-NB15 data set,2
Tumblr,2
Brain Tumor,2
Track quality index,2
Linguistic,2
Content authentication,2
Network Architecture,2
Hypertrophic Cardiomyopathy,2
program understanding,2
Analogy-based machine learning,2
Behavioural cloning,2
Density Functional Theory,2
keypoint detection,2
nonlocal means,2
local feature aggregation,2
WEKA machine learning framework,2
Ada-boost,2
Room temperature and relative humidity prediction,2
Turn-taking,2
Facial Recognition,2
Stylistics,2
Artificial vision,2
Symmetrical uncertainty,2
Statistical moments,2
Smart systems and communication,2
Projection,2
Perfusion imaging,2
Malaysia,2
Ensemble of neural networks,2
UGC,2
Attribute ranking,2
Chain code,2
Histopathology image analysis,2
Peptide classification,2
Biomedical devices,2
T1 weighted,2
Multi-object tracking,2
HACDB,2
Encoding scheme,2
Microarray analysis,2
Issue tracking,2
Compressed Sensing,2
Effort Estimation,2
deep learning convolutional networks,2
Human parsing,2
steady-state visual evoked potential (SSVEP),2
Genetic Classifier Systems,2
real time systems,2
Defect density,2
Black-box testing,2
Kohonen networks,2
Twitter Analysis,2
synthetic biology,2
Distribution,2
Urban simulation,2
face shape classification,2
Distributed networks,2
Social robot,2
FEM,2
crack classification,2
Model interpretation,2
Irradiance,2
Infrared images,2
Needle guidance,2
material classification,2
smart building,2
Chinese sentiment analysis,2
Forecast combination,2
Pathways,2
Impurities,2
Chronic pelvic pain,2
Headline generation,2
Stochastic grammars,2
Computer technology,2
Data placement,2
Image Super-Resolution,2
Super-resolution reconstruction,2
evaluation system,2
fish recognition,2
Bearing fault,2
parameter selection,2
POS,2
microaneurysm detection,2
NVM,2
Sentence selection,2
SEM Resist Shrinkage,2
network behavior analysis,2
Hierarchical taxonomy,2
sparse decomposition,2
heuristic algorithms,2
C Programs,2
Scenarios Generation,2
Multi-modal learning,2
Blackout,2
depth sensor,2
Symbol grounding,2
False alarm rate,2
Social exclusion,2
Ligand virtual screening,2
Data-mining techniques,2
Adaptive Learning,2
Monaural speech separation,2
Baggage screening,2
Surface defects detection,2
motion estimation,2
Operational modal analysis,2
Eigen,2
broad learning system,2
Neighborhoods,2
Spectral graph theory,2
Dropout prediction,2
Cognitive data,2
crowd simulation,2
Inertial motion capture,2
Ultrasonic sensing,2
Automated theorem proving,2
countermeasures,2
Hot spot,2
Spondylolisthesis,2
Video quality assessment (VQA),2
performance metrics,2
Semi-Superised Learning (SSL),2
Preventive medicine,2
Multi-category classification,2
3-D,2
Ontology-based information extraction,2
Quantitative comparison,2
Temperature measurement,2
citizen science,2
Usable Security,2
Fault analysis,2
Gipps' model,2
Simultaneous sparse approximation,2
Optimal scheduling,2
Accident detection,2
map-reduce,2
Remaining useful lifetime,2
Urban solar potential,2
Leukocyte,2
Load disaggregation,2
Net ecosystem exchange,2
Computing Methodologies,2
bagged decision tree,2
Named entity disambiguation,2
Knowledge Graph,2
standards,2
inductive programming,2
Power quality disturbances,2
2DPCA,2
error detection,2
Tangential force,2
Automatic machine learning,2
Arabic text recognition,2
VGG,2
Information content,2
Online gaming,2
False alarm reduction,2
adaptive adversaries,2
Multi-focus image fusion,2
bilingualism,2
Laplacian Eigenmaps,2
Q&A,2
rule-based approach,2
Network security monitoring,2
Fall protection,2
Maximum Power Point Tracking,2
Relational Learning,2
Music informatics,2
Machine learning and supervised learning,2
Biophysical parameter estimation,2
Predictive coding,2
stereoscopic 3D,2
Forgery detection,2
Histogram analysis,2
Cloud systems,2
perspective distortion,2
ALPR,2
geographic information systems,2
Scale-invariant,2
Intention estimation,2
Optimum-path forest classifiers,2
Engineering education,2
Robust regression analysis,2
eye state recognition,2
Local derivative pattern (LDP),2
field-programmable gate array,2
driving,2
Hybrid classification,2
Air conditioning,2
User Interfaces,2
Seakeeping,2
Hyperspectral Image Classification,2
Operator functional state,2
gastric cancer,2
Brain image analysis,2
Static feature,2
Stroke segmentation,2
Electric power quality,2
EEG signal classification,2
Patent quality classification,2
Ultrasound signal confidence,2
mixture of Gaussians,2
Evaluation Function,2
Steering control,2
Big five,2
Urban dynamics,2
Intrinsically disordered region,2
Retinal vessels segmentation,2
Cognitive networks,2
Design-based research,2
Efficient probably approximately correct (PAC) algorithms,2
BDD,2
Supervised autonomy,2
Batch processes,2
Autonomous Systems,2
Particle size distribution,2
Tactile Sensing,2
Imaging genetics,2
Equivalent temperature,2
biclustering,2
Heuristic search algorithms,2
false alarm reduction,2
High-performance liquid chromatography,2
Interface,2
Dynamic feature,2
Multi-label annotation,2
Human Detection,2
Robotic,2
StochasticNet,2
Agent-based modelling,2
infrared,2
document representation,2
decision systems,2
Digital rights management,2
Morphological operators,2
Comfort,2
Streptokinase,2
T-cell epitopes,2
Bayesian calibration,2
Abdominal aortic aneurysm (AAA),2
Misclassification cost,2
network analysis,2
Massive-training artificial neural network,2
Network routing,2
Hemiplegia,2
online social networks,2
Data imbalance,2
Wavelet Networks,2
Model ensembles,2
In-memory,2
Agent-mediated electronic commerce,2
K Nearest Neighbor,2
DBNs,2
Trojan Detection,2
Geoinformatics,2
digital library,2
Real Electricity Markets,2
high-dimensional,2
Acoustic event recognition,2
Systems thinking,2
tracing,2
Test case prioritization,2
Lego,2
Networking,2
Committee machine,2
Eye state classification,2
Computer aided diagnosis (CAD),2
optimization algorithms,2
Graph layout,2
Tennessee Eastman process,2
Metabolite,2
Virtual humans,2
Self-organisation,2
TimeML,2
Locally weighted regression (loess),2
SaaS polarity dataset,2
Dairy,2
price forecasting,2
Micro-grid,2
Quantified things,2
Polynomial kernel,2
Feature transformation,2
PSS,2
Explore/exploit,2
LeNet,2
ranking loss,2
Activity of daily living,2
Equipment health,2
regulation,2
Graphics processing units (GPUs),2
Meiobenthos,2
Text feature selection,2
GO,2
Palm rejection,2
Sparse tensor,2
GMR,2
Mean,2
Word representation,2
Random subspaces,2
Performance comparison,2
word lists,2
Graphical Models,2
RNA secondary structure prediction,2
Transfer functions,2
intention recognition,2
Computer-aided,2
Cognitive robots,2
Online adaptation,2
BART,2
Context-free grammars,2
Eyes detection,2
network coding,2
Health information technology,2
Predictability,2
Entity Linking,2
Brain hemorrhage,2
building,2
Electronic Medical Records,2
DDoS Amplification,2
Downsampling,2
Tianya forum,2
approximation,2
Shallow learning,2
Bark,2
Sparse auto-encoders,2
Perceptual quality,2
Memory systems,2
interdisciplinarity,2
image distortion analysis,2
Stack overflow,2
Resource Management,2
Vocabulary,2
Predictive monitoring,2
computer-aided detection and diagnosis,2
Condition recognition,2
Expression,2
Green citrus,2
Reservoir,2
Sketches,2
Intelligence and Security Informatics,2
Instance-based algorithm,2
Web attacks detection,2
real-time and embedded systems,2
Macula,2
Sequence profile,2
gabriel graph,2
schema matching,2
Classification Models,2
Supervised machine learning algorithms,2
Voltage stability,2
Numerical models,2
M5 trees,2
Criminal Profiling,2
Exemplar learning,2
multimodal learning,2
Microcontrollers,2
Classify,2
Visual field,2
feature transferring,2
Electronic health data,2
hybrid cloud,2
discrete wavelet transform (DWT),2
Landslide,2
Specialization,2
Bayes' theorem,2
operator functional state,2
Red blood cells,2
Financial market prediction,2
Vapnik-Chervonenkis dimension,2
Joint learning,2
FACTS,2
Decision tree ensemble,2
Biometry,2
Abstractions,2
Behavioural classification,2
Probabilistic finite automata,2
Robot Tracking,2
Automatic program repair,2
Composite kernels,2
human-centered computing,2
Weizmann dataset,2
Touch activities,2
Bayes’ theorem,2
Vision and scene understanding,2
Feature Map,2
Smart Manufacturing,2
energy-efficient,2
Protection,2
Probabilistic reverse top-k queries,2
Moving Object Detection,2
K2,2
random projection (RP),2
Multiple object tracking,2
Adaptive User Interfaces,2
Bayesian Belief Network,2
Driving style,2
Probabilistic topic modeling,2
Voltage stability assessment,2
speeded-up robust features,2
tool condition monitoring,2
Symbolic representation,2
Clinical concept extraction,2
Training Set,2
Active appearance model,2
genome analysis,2
Missing data imputation,2
Assault detection,2
Reinforced concrete column,2
Mobile mapping system,2
Positioning system,2
MAWILab,2
time series forecasting,2
ESM,2
Frequent patterns,2
pulmonary,2
Statistical classifier,2
Automatic Text Classification,2
Eye gaze tracking,2
Biodiversity assessment,2
Ideology,2
Programming by examples,2
Stackelberg games,2
User Authentication,2
Implantable,2
Local Binary Pattern (LBP),2
Social recommendation,2
road distress,2
Social touch,2
Skin,2
Argumentation strategies,2
Statistical parametric speech synthesis,2
incomplete data,2
Design parameters,2
Laminar cooling,2
Blood cells,2
Wind Power Forecasting,2
Exergy,2
Release planning,2
Urban air pollution,2
World-Wide Web,2
Gene Expression,2
climate informatics,2
herbicide resistance,2
hybrid intelligent systems,2
Security evaluation,2
focused crawler,2
Hybrid recognition technology,2
instance-based learning,2
display advertising,2
Web log mining,2
Data annotation,2
Inertial Measurement Unit (IMU),2
Thermomechanical processing,2
Anomaly-based detection,2
unbalanced data,2
Agent-based Modeling,2
Reality mining,2
regular expressions,2
bidirectional LSTM,2
dilated convolutions,2
Trigger,2
Large data,2
Low rank matrix decomposition,2
Tropical,2
Parallel vision,2
Alkylation,2
Multivalued background modeling,2
Smoothing techniques,2
Human performance,2
Evaluation method,2
incomplete measurements,2
m-Health,2
PAH,2
vision,2
Explainable AI,2
Answer Set Programming,2
Algorithmic prediction,2
LIBSVM,2
Bright-field microscopy,2
process variations,2
Load shifting,2
CAM,2
Nuclei Segmentation,2
Lung sound,2
Arousal,2
Text Processing,2
generative modeling,2
Perceptual learning,2
Procedural knowledge,2
Trading agent,2
deep learning models,2
biomedical electronics,2
Multilabel learning,2
Fuzzy chance constraint,2
Adaptive neuro-fuzzy,2
predictive coding,2
Answer Selection,2
BI-RADS,2
influenza,2
MOBIO,2
Deformable image registration,2
Next Generation Sequencing,2
Zinc,2
Energy demand,2
Context-aware systems,2
face anti-spoofing,2
Smart classroom,2
Heterogeneous transfer learning,2
Clickthroughs,2
wind turbine,2
Body composition,2
DSN,2
Unconditional security,2
Biomolecular annotations,2
missing data techniques,2
Vehicle electronics,2
No reference,2
benthic macroinvertebrates,2
incremental machine learning,2
Spam Filtering,2
Bot,2
Multiple measurement vectors,2
Density-based clustering,2
Resistive switching memory (RRAM),2
Microgeneration,2
Seismic effects,2
unsupervised training,2
dataset shift,2
Binary relevance,2
Eye lipid layer,2
Mobile advertising,2
Macro-block mode decision,2
Ontology Population,2
cancer diagnosis,2
Influenza,2
Vector,2
Interest points,2
Restricted bolzmann machine,2
Serbia,2
Rule-based reasoning,2
WAMS,2
Promotions,2
Softmax,2
smoke detection,2
restricted Boltzmann machines (RBMs),2
Trading strategy,2
Psychophysiology,2
Semi-Supervised,2
thread mapping,2
Nonlinear filter,2
Domain class imbalance,2
stereoscopic image,2
preference function,2
Salient region detection,2
domain knowledge,2
Short messages,2
Spike-timing dependent plasticity (STDP),2
ISR,2
Occupancy grid,2
JTAG,2
traceability,2
Stream clustering,2
extension,2
Yield modeling,2
Hyperspectral reflectance imaging,2
Deep auto-encoder,2
public repository of knowledge,2
Hierarchical Text Classification,2
web facial images,2
Incident response,2
Resource discovery,2
Best first search,2
Eigenvalues,2
Time Series Forecasting,2
STFT,2
Wholesale power market,2
WWW,2
Touch input,2
Action history,2
Track geometry,2
Handwritten Character Recognition,2
Social bookmarking,2
histopathological image analysis,2
Cytopathology,2
Clinical text,2
intelligent environments,2
Combined model,2
Mathematical Model,2
Infection,2
Business process management,2
Dynamic guides,2
dead reckoning,2
Collaborative tracking,2
distributed,2
Card transaction dataset,2
Complex ideal ratio mask,2
risk analysis,2
Automated feedback,2
Infinite Relational Model,2
Topological map,2
Snakes,2
SNORT,2
Bridge decks,2
partial least squares,2
Allocation,2
Data mining applications,2
Postharvest diseases,2
Sentence clustering,2
swallowing,2
fully connected network,2
Arab Spring,2
digital breast tomosynthesis,2
Automated construction management systems,2
near-infrared,2
Gradient information,2
neural network (NN),2
VMD,2
Empirical risk,2
Program characterization,2
Sketch-based image retrieval,2
Denial of service attack,2
Nomogram,2
particle swarm optimization (PSO),2
Environment monitoring,2
Electronic Health Records,2
NASA,2
Subjectivity analysis,2
Urban landscape,2
dependability,2
information flow,2
Vehicular ad-hoc network (VANET),2
Angle-of-arrival,2
Learning approaches,2
low-rank representation (LRR),2
Intel Knights Landing,2
defect classification,2
Asphalt pavement,2
Petroleum,2
Human-robot interface,2
Hellinger distance,2
Motor unit potentials,2
Shoreline extraction,2
Geographic information retrieval,2
fractal,2
Causal model,2
Supply chain,2
multichannel,2
Biomedical text classification,2
Photography,2
adversarial examples,2
Protein disorder prediction,2
Behavioural models,2
Interactive Genetic Algorithm,2
Online user reviews,2
Generalized eigenvalue problem,2
Amazon,2
Target classification,2
Searching,2
Fuzzy logics,2
Projection pursuit,2
Environmental economics,2
Object Matching,2
Occupant localization,2
Dependency grammar,2
Performance prediction model,2
Membrane proteins,2
receiver operating characteristic,2
cameras,2
Surfaces,2
Jaccard similarity,2
COMID (composite objective mirror descent),2
Mixed integer and linear programming,2
neuromorphic engineering,2
Stock markets,2
Head Pose Estimation,2
Electricity customer classification,2
Sows,2
Deep kernel,2
behavioral analytics,2
Video advertising,2
Industrial big data,2
Parallel python,2
Seizure Detection,2
Business model innovation,2
adverse drug reactions,2
WBCD,2
Textual patterns,2
Back-propagation neural networks,2
adaptability,2
data acquisition,2
intelligent tutoring,2
Periodic structures,2
Two-stream network,2
Tensor deep stacking networks,2
Bug Localization,2
Building automation and control,2
Vessel tracking,2
Pairwise sequence alignment,2
Missing attribute values,2
Phosphorylation,2
C2C s-commerce,2
Spatio-temporal data analysis,2
Principle Component Analysis (PCA),2
Naïve Bayesian classification,2
Dropouts,2
Ground penetrating radar (GPR),2
Knowledge exchange,2
Abnormal behavior,2
Virtual patient,2
mind wandering,2
Fuzzy matching,2
Probabilistic ontology,2
pregnancy,2
psychosis,2
Air transportation,2
Microcalcification,2
spectrogram,2
DOM,2
workload prediction,2
FidaPLUS,2
multiple classifiers,2
Driver verification,2
text similarity,2
Language analysis,2
Data Stream Mining,2
Survey datasets,2
Projector,2
Neutral,2
White matter,2
Automated decision making,2
random variables,2
Cognitive modelling,2
very high resolution,2
Public datasets,2
Patent quality,2
System diagnostics,2
Vibration measurement,2
label consistency,2
Mobile Authentication,2
NDN,2
Surface modeling,2
Collapse,2
Multi-sensor network,2
non-privacy invasive,2
Acoustic units,2
accident detection,2
Cyber crime,2
Social tagging,2
User validation,2
Expected Model Change,2
NVLink,2
Mobile edge computing,2
Ceteris paribus,2
ToBI,2
Machine learning security,2
In-memory computing,2
LS,2
Pressure sensing,2
Patch-based synthesis,2
Rotation,2
Deep Boltzmann Machines,2
Large Margin,2
genetic algorithms (GAs),2
PID control,2
Speckle,2
cross-layer optimization,2
Multistage decision process,2
Nuclear magnetic resonance,2
